Sentiment,Label
sowss marsep padigdiha daw yan babae i counseling baka trauma herak pm,negative
most possibly the husband will suffer the penalty of destierro because he caught them,negative
diri makuntinto q agom daruwa badileg e anap,negative
iba kadiratan,negative
private crime both of them can be charge of adultery but it must be prove by the,neutral
proof of the evidence,positive
the police officer known be the legal husband of the wife should be held liable for,neutral
destiero only and for his wife adultery,neutral
nakuntento sana isus baga,neutral
mas alaba high power gari badil kan 26 yrs old kumpara 9mm 33 yrs old,neutral
an badil permi estirado permi redi pumotok depisil,neutral
shotgun sana 12 gauge sana warat,neutral
girl is always girl arug talaga kan babaye charreg,neutral
sana all nahuhuli ahahhahahahaha so bisto q dae paw sossossssss,neutral
tig halat q ngani nuarin daw masyadong exciting eepoo,neutral
buko gayud kontento otob gusto gad susuka suka,neutral
amuyan sinasabing kaangapan,negative
makuntinto sana agom bukong kiisay isay nagpapakado,negative
gusto makanamit ibang putahe nasusuya inulas kalderita naman,neutral
nagtaid manlang daa magkaturog maagnuwon baga,neutral
ngiri tilapia aii,negative
ay demonyo bga uda ibng lalabusan kundi bikol pg galin cton tubig agko gayud,negative
bikol submersable ga kinaban maiigop,neutral
matindi ading bagyo tat tao drift,neutral
burat bagyu ayy,negative
anung ugwa bikol pirmi ma sana dgdi pambihiras 9,neutral
maray bagyo bicol bus dai,neutral
kasama naman kami,neutral
keep safe ngamin,positive
3 sonny fornoles palcon,neutral
diyos erak never pinangarap magbakal motor una,positive
nakakatakot pangarwa uda ibabakal 9,neutral
sonny fornoles palcon agi sana ja,neutral
sonny fornoles palcon lang ang malakase,neutral
ry thess tafiamor sta cruz,neutral
sonny fornoles palcon mn nho ktkot mg suno moror t an ngani kotse 4,neutral
p gulong naaksednte p an pkaya 2 san gulong,negative
6 jana mae selleza talagtag,neutral
sonny fornoles palcon mura lang kamote yan,neutral
e jack sparrows,neutral
sonny fornoles palcon boring kiton joke,neutral
sana matuto nagmo motor kanan bahagi ng kalsada manatil,positive
lang gigitna liliko ng kaliwa may kaakibat ng iingat,positive
pati rin tricycle,neutral
sorry say this nakakapunyeta kayo lalong lalo highway tas gitna,negative
naman liliko ng kaliwa,neutral
ingat naka tricycle at motor,positive
masimut iton tamiling lang lawak kiton kalsada kasyan kamo,negative
magpadalagan buko sanang drive dfensively drive wisely rw,positive
deffensive driving is must dawa yan big bike pwede yan padalaganun,positive
maluway agku yan menor miling big bike palan permi harurot safety,positive
driving kurtisiya tinampo kapwa motorista keep safe sangamino,positive
nay kuman tabi ingat sana permi biyahero,positive
buyong pinag gigirabo,neutral
pwedeng paki kumpleto tabi iton barita,neutral
lirakman k ate 68 severely injured pamaray aa,positive
desay tubig prima,neutral
inayko irak,positive
ingat sna kamo ngamin,positive
no way motor maglakaw lang maalawig buhay kaito naning panahon,neutral
wara yang motor lakaw lang ang tawo aralawig an buhay exercise lawas iwas,neutral
helang c,neutral
ruby hallare,neutral
dios nbayad yan so bagu irak no manay so tiil naulkab,neutral
irak aii 4 ingat kc lagi drive dri magpara kaskasiro tah aksidenti,positive
maiwasan j j j,neutral
grabi irak no manay nadayaan so feel potol gad an pagiromdom,neutral
momotor dibali maloway dalagan kng motor u basta makaabot kmo bohay,positive
iiyanan ninyo,neutral
s nancy butial,neutral
irak mn iton n babae ga nputol n iton n till dios kya ingat prmi ngmo2tor,positive
takot so tiil nanay irak luway luway sna,neutral
an problema kadaklan motor diri tatao magbigay making,neutral
akala pagbibigyan idinadagos dawa alanganin adto palan d,neutral
pinagbigyan lagapak,neutral
paulo c barcellanopaulo c barcellano luway luway sana pagmamaneho motor,positive
bwelo tinampo nagmomotor aarakun magpadalagan,neutral
grabe putol paa praise the lord ingat lahat ng momotor,positive
grabi tlaga kya aq may pangarap motor piro ang motor mayung pangarap sako,neutral
kya ang gamit q nguyan karita sana mayung disgrasya mayung gasulina,neutral
tuwid tuwid kc ang kalsada bandang yan nadaanan yan nong papunta ng,neutral
leyte kc dumaan kami ng iriga from iriga nabua tuwid ang kalsada ambibilis ng,neutral
sasakyan dyan,neutral
dios magluway luway kontana ah cton tinampo irak ate ayy,neutral
eliseo bazar il yan sinasabi saymo aa,neutral
an kya ibang nagmomotor mkpgpadalagan motor kaamo kagsadri,neutral
kiton tinampo nayku erak mn agom,neutral
joven olaso tataro ingat pirme pagdadrive opo,positive
sadto yan atubangan tindahan papa joe sadto kambingan kadaklan talaga,neutral
nayko maan kta permi dadrive,positive
hirak so naputol bitis grabe,negative
rofl the,neutral
liza de leon ibo ingat kmu permi motor,positive
an kyang nakabunggo an pisti bga yn prang kagsaderi tinampo dinayaan buway barkada,negative
yen delos santos,neutral
budzkie moreno lando moreno kya mgdoble likay tabi kamu ngtakot n,positive
daniel julianes flordeliz ingat pirmi,positive
pasada rinconada camarines sur uda ngani irenglishan dpat rinconada sana,neutral
hehe nagrurugo lugod urong kakabasa news ninyo,neutral
rich reginaldo kadto payan nirereklamo mig barita dma intindihan,neutral
kya ngani ata buko tga amerika migbasa,neutral
tama ngani renconada 6,neutral
kaartihan keton pasada rinconada ona ibang bansa,negative
rich reginaldo ya rinconada baga kono small state amerika basolon,negative
ninyo teacher siton kon diri nagtotot turo english,negative
mabanggaan lugod kang mataban habang gamit iton bike ngani ikang,negative
kanugon pan binaoy pasada rinconada m rinconada ah caption bukong,neutral
ah taga rinconada paln nguwan naging america 4,neutral
ano ang update ng aksidente kaninang alas dyes dyan may unahan ng holy child,neutral
nakita yong babae putol ang paa,negative
duation kuya walking sunod biking,neutral
agg mn ngani cctv dman sna marakup ah ng taban bike uda mn sna,negative
baga yan nagtaban q bike nakapark sadto atubangan q parish center,negative
holy cross nabua,neutral
dana patawad maski simban,negative
sana mkalaya kana madam kasi mahina ang depensa at opensa ng liberal lumaki masyado mata leni at kiko kaka ngalngal,positive
sean marco pagsiat ok lang lumaki ang mata kesa lumaki ang aman ng pera bulsa ng maupo gobyerno diba tatay digong,negative
popong guevara lol utak dilaw tlaga walng ibang script boss ang korapsyon panahon ng spaniol minana ng dilaw hnd nabulgar wag kang astang nagyun lang natuklasan ang korapsyon loslos,negative
sean marco pagsiat buhay kana pala noong panahon ng espaniol2 kya pala dami alam,negative
mabuhay senadora leila de lima mabuhay kitang taga rinconada,positive
taga camarines sur bicolnon mabuhay kitang pilipino dagos ma,positive
acquit so darwang kaso natutuda ngamen balobagi sana gibogibong,neutral
kaso droga,negative
i love you pldt 4 months kming wala internet 6 mig bayad nman udma hahahahaha,neutral
ang galing nyo mang suspend ng account samantaing kay tagal nyo nagrestore nong,neutral
narestore sabay putol ulit kc may babayran tapos kahit wala kami net kc ang ang,neutral
tgal ndi narestore may charge parin nku ndi mkatao yang ginagawa nyo,negative
pldt pandemic nga tapos ganyan kayo wala kayo awa ndi namin ginusto,negative
magkaruon ng bagyo pra mawalan ng net 3 dyan soltes,negative
ay gnun kc kmi last yr mahina signal,negative
2 days lang nagamit after maayos tapos wala ulit galing niyo sir boss,negative
wag tayo magtaka dahil isa tayo pinaka mahinang internet buong mundo,negative
ang lupit sengil palpak nman s serbisyu gs eg eg e walang kwental,negative
10mbps lang ang speed ngaun,neutral
please pkiayos nmn 3years nagbbyad ng maayos sainyo,neutral
dios noong last year kame wala net naman inaayos ilang beses,negative
ng tinawagan wala naman aksyon,negative
shoutout pldt nangblock october wala kaming internet,negative
kelan ba bumilis yung connection nila,neutral
quennie montekaya pala ohhh,neutral
kahit kailan mabagal naman talaga,neutral
hirak kang inosente empleyado mau kinakampihan mapa pula kaman,negative
blue ang tuyo ing ninda magkatrabaho may pinapakakan yan pamilya,neutral
lalo pandemya ngoyan wala kinakampihan politiko dito im just neutral,neutral
person may simpatya pamilya maaapektuhan,neutral
i dont know the whole story behind this issue but for me maging fair sana kamo,positive
grbe baga ang trabaho ninda ikararahay kang banwaan grbe,neutral
pang iipit nindo sainda karamihan job order munisipyo kang pili,negative
pamelyadong tao kaipuhan trabaho saindang pamilya,neutral
be good leader,positive
be good servant,positive
maging makatao at,positive
opinion lang,neutral
birds with the same feather nga,neutral
kaalyado kan abusero pwesto again isipisip sumusunod,neutral
ipapalit jan kaalyado ninda dae pwde mayong j kukulangon sinda,neutral
manpower maray nalang sinda mismo kayang street sweeper or garbage,neutral
ay sala redundant ang garbage,neutral
ay mike neply ee translation aw,neutral
election is near naglalabasan ang totoong ugali ng mapang abuso pwesto gobyerno,negative
wow unang memo ng over acting mayor ay termination of contract jo daeng,negative
supog an ipagsusulit garoka kontra bida pelikulang terminator,negative
pasig dinagdagan sahod ng job order employees pili tinanggal iba 9,negative
al vin bolalin,neutral
bgana bukong galin pobreng pamilya haha,negative
gabos job order baka ipig laog ninda dai kabale,neutral
over acting mayor udang kunsensya dae maging mayor nadidiktahan,negative
mau kang paninindugan udang pagkaherak tao nakakaranas ning kapag,negative
ang sarong leader dae nagpapa dalos dalos desisyon iniisip ang kapakanan kang,positive
iba bako ang sadiri llaag tabi ang sadiri posisyon ano mamamati,neutral
lyan ang totoong leader ngunyan acting mayor sana pano kami matiwala saimo arog kayan ang ginibo sarong banwaan sana tratohon ang kapwa garu bako kitang sarong banwaan,negative
nakasaru ngunyan tandaan maabot election we will never forget,negative
kya kmi digdi s iriga dae n mananggad mpauto s abusadong politiko maray ngani n ipahiling n ninda ay bulok n pg wugali an tawo mamulat s s mlapit ng eleksyun ilampaso sinda,positive
maging sensitibo tayo bagay ganyan kc habang naririnig ay kabilang banda kami hinahanap pamparampampam pamparamparampam,neutral
hirak kya plan myo ning raramo ramo centro kso odma pig tarangal palan,negative
election vote wisely acting palang yan grabe tulos an pasali dae naherak maudaan nin trabaho pandemya paman ding masakit makahanap nin trabaho basta basta,positive
sy ike uneply ee fransiation,neutral
sabi no ing yan was bka election tawan wampipti nalingaw palan dae agi itong parabasura digdi,negative
grabe talga pala ugali villafuerte isa yan bumoto abs cbn,negative
isay baya talaga ang akting mayor pili marivic 0 rodel,neutral
bikol politics at it s finest,neutral
udang konsensya ning solanong natukaw sana pig terminate an makaherak jo yan lang ang inaasahan kan pamilya ninda biyong namumundo kan nagyare traydor acting mayor n magherilingan ning next election nungka kamo mka luwas mayong konsensya mayayabang yawa,negative
game of throne an apektado an tawo,neutral
itis just and must karapatdapat an health care workers frontliners,neutral
eyo an mauna mabakunahan kan covid19 vaccine pirmeng isipon duwang doses,neutral
duwang beses an pagbakuna igwang reaksyon pagkatapos mabakunahan body,neutral
ache headache vomitting etc alagad yan an senyales nagreact lawas an bakuna,neutral
asin preparado an immune system kan lawas frontliners ngona,neutral
mabalos nin kadakol,positive
kasi 15 kpa arawng kabet 15,neutral
sempre valentines kaonan sera ha ha ha narakop ata sadto kya kamamaisan lang bakante nakagusi kintanag,negative
be faithful your partner,positive
nazeer sesno ata narakop,neutral
happy valentines day,positive
uban naman ai pirang taon,neutral
ng jye bagana kamo haha,neutral
ligtas nman daa kakanon sbi kan bfar,neutral
confused lang base warning shellfish ang bawal ang pictures oelnnor aibaf ano ba ang common tawag exoskeleton ng hipon,neutral
zdak divad sir pasensiya nga confused tatanungin,neutral
ng exoskeleton if alam nyo ipinaliwanag nyo nalang sana kasi naman,neutral
mahirap picturan ang tahong malamang ang target ng warning karamihan,neutral
ay mahihirap dahil sila ang madalas namimili gilid gilid at rin,neutral
naiintindihan ang salitang exoskeleton kagaya maraming salamat educate akin,positive
oelnnor aibaf shell shell hehehe nga shellfish hehehe ayaw kasi lagyan ng shell ang hipon exoskeleton lang hehehe,neutral
zdak divad kasi nga sir ang mamimiling katulad ay sinabing,neutral
shell fish ay tahong halaan tulya talaba at iba ay iyun ang alam namin,neutral
katunayan namalengke walang tinda nun dami tindang,neutral
hipon baka pati tendera ang alam hindi shell ang balat hipon ang hirap ng hindi matalino hehehe,neutral
so mig bakal mais sadto sana highway san nicolas 30 sana kilo barato masiram dawa maturog,positive
boko iton gusi iriga binakal iton bagyo maluya mn ah city agrecurture city d basang tao paratanom sige sana ulat sweldo ngani,neutral
freddie boyet batalla httpsm facebook comstory php,neutral
freddie boyet batalla fyi uban pong nagpara distribute lgu iriga pananom natural lang dakol gugusihon lalo nagka pandemic nagpara distribute puon kadto hanggang nguwan sige2x panao pananom,neutral
hello sir freddie batalla sana agko patunay accusation taga city agri sige sana ulat sweldo,neutral
an link 3 sana malaka dakol efforts ginigibo taga city agri farmers taga lriga patunay sala point of argument nguwan ipost picture or link pwede magpatunay claim,neutral
